Sr. No.,State_Name,District_Name,Block_Name,Gram_Panchayat_Name
4277,Karnataka_29,Hassan_539,Arsikere_5848,Talalur_218287
4278,Karnataka_29,Hassan_539,Arsikere_5848,Undiganaalu_218288
4279,Karnataka_29,Hassan_539,Arsikere_5848,Yadavanahalli_218289
4280,Karnataka_29,Kolar_542,Bangarpet_5865,Alambadi Jothenahalli_218787
4281,Karnataka_29,Kolar_542,Bangarpet_5865,Balamande_218788
4282,Karnataka_29,Kolar_542,Bangarpet_5865,Bethamangala_218789
4283,Karnataka_29,Kolar_542,Bangarpet_5865,Boodikote_218790
4284,Karnataka_29,Kolar_542,Bangarpet_5865,Chikka Ankandahalli_218791
4285,Karnataka_29,Kolar_542,Bangarpet_5865,Chinnakote_218792
4286,Karnataka_29,Kolar_542,Bangarpet_5865,Dhonimadagu_218796
4287,Karnataka_29,Kolar_542,Bangarpet_5865,Doddavalagamadi_218794
4288,Karnataka_29,Kolar_542,Bangarpet_5865,Doddurukarapanahalli_218795
4289,Karnataka_29,Kolar_542,Bangarpet_5865,Ghattakamadenahalli_218797
4290,Karnataka_29,Kolar_542,Bangarpet_5865,Ghattamadamangala_218798
4291,Karnataka_29,Kolar_542,Bangarpet_5865,Gullahalli_218799
4292,Karnataka_29,Kolar_542,Bangarpet_5865,Hulibele_218800
4293,Karnataka_29,Kolar_542,Bangarpet_5865,Hulkuru_218801
4294,Karnataka_29,Kolar_542,Bangarpet_5865,Hunkunda_218802
4295,Karnataka_29,Kolar_542,Bangarpet_5865,Iynorahosahalli_218803
4296,Karnataka_29,Kolar_542,Bangarpet_5865,Jakkarasanakuppa_218804
4297,Karnataka_29,Kolar_542,Bangarpet_5865,Kamasamudra_218805
4298,Karnataka_29,Kolar_542,Bangarpet_5865,Kammasandra_218806
4299,Karnataka_29,Kolar_542,Bangarpet_5865,Kangandlahalli_218807
4300,Karnataka_29,Kolar_542,Bangarpet_5865,Karahalli_218808
4301,Karnataka_29,Kolar_542,Bangarpet_5865,Kesaranahalli_218793
4302,Karnataka_29,Kolar_542,Bangarpet_5865,Kethaganahalli_218809
4303,Karnataka_29,Kolar_542,Bangarpet_5865,Kyasamballi_218810
4304,Karnataka_29,Kolar_542,Bangarpet_5865,Magondi_218811
4305,Karnataka_29,Kolar_542,Bangarpet_5865,Marikuppa_218812
4306,Karnataka_29,Kolar_542,Bangarpet_5865,Mavahalli_218813
4307,Karnataka_29,Kolar_542,Bangarpet_5865,N.G.Hulkur_218814
4308,Karnataka_29,Kolar_542,Bangarpet_5865,Parandahalli_218815
4309,Karnataka_29,Kolar_542,Bangarpet_5865,Ramasagara_218816
4310,Karnataka_29,Kolar_542,Bangarpet_5865,Soolikunte_218817
4311,Karnataka_29,Kolar_542,Bangarpet_5865,Srinivasasandra_218818
4312,Karnataka_29,Kolar_542,Bangarpet_5865,Sundarapalya_218819
4313,Karnataka_29,Kolar_542,Bangarpet_5865,T.Gollahalli_218820
4314,Karnataka_29,Kolar_542,Bangarpet_5865,Thoppanahalli_218821
4315,Karnataka_29,Kolar_542,Bangarpet_5865,Vengasandra_218822
4316,Karnataka_29,Kolar_542,Bangarpet_5865,Yalesandra_218823
4317,Karnataka_29,Kolar_542,Kolar_5870,Ammanallur_218924
4318,Karnataka_29,Kolar_542,Kolar_5870,Annenahalli_218944
4319,Karnataka_29,Kolar_542,Kolar_5870,Arabhikothanur_218925
4320,Karnataka_29,Kolar_542,Kolar_5870,Arahalli_218926
4321,Karnataka_29,Kolar_542,Kolar_5870,Beglihosahalli_218927
4322,Karnataka_29,Kolar_542,Kolar_5870,Belamaranahalli_218928
4323,Karnataka_29,Kolar_542,Kolar_5870,Bellur_218929
4324,Karnataka_29,Kolar_542,Kolar_5870,Channasandra_218930
4325,Karnataka_29,Kolar_542,Kolar_5870,Chowdadenahalli_218931
4326,Karnataka_29,Kolar_542,Kolar_5870,Doddahasala_218932
4327,Karnataka_29,Kolar_542,Kolar_5870,Harati_218934
4328,Karnataka_29,Kolar_542,Kolar_5870,Holur_218935
4329,Karnataka_29,Kolar_542,Kolar_5870,Honnenahalli_218933
4330,Karnataka_29,Kolar_542,Kolar_5870,Huttur_218936
4331,Karnataka_29,Kolar_542,Kolar_5870,Ithrasanahally_218937
4332,Karnataka_29,Kolar_542,Kolar_5870,Jannagatta_218938
4333,Karnataka_29,Kolar_542,Kolar_5870,Kondarajanahalli_218939
4334,Karnataka_29,Kolar_542,Kolar_5870,Kyalanur_218941
4335,Karnataka_29,Kolar_542,Kolar_5870,Madanahalli_218942
4336,Karnataka_29,Kolar_542,Kolar_5870,Madderi_218943
4337,Karnataka_29,Kolar_542,Kolar_5870,Marjenahalli_218945
4338,Karnataka_29,Kolar_542,Kolar_5870,Mudavadi_218946
4339,Karnataka_29,Kolar_542,Kolar_5870,Muduvathi_218947
4340,Karnataka_29,Kolar_542,Kolar_5870,Narasapura_218948
4341,Karnataka_29,Kolar_542,Kolar_5870,Seethi_218949
4342,Karnataka_29,Kolar_542,Kolar_5870,Settihalli_218950
4343,Karnataka_29,Kolar_542,Kolar_5870,Shapuru_218951
4344,Karnataka_29,Kolar_542,Kolar_5870,Soolur_218953
4345,Karnataka_29,Kolar_542,Kolar_5870,Sugatur_218952
4346,Karnataka_29,Kolar_542,Kolar_5870,Thoradevandahalli_218954
4347,Karnataka_29,Kolar_542,Kolar_5870,Thotli_218955
4348,Karnataka_29,Kolar_542,Kolar_5870,Uragali_218956
4349,Karnataka_29,Kolar_542,Kolar_5870,Vadaguru_218957
4350,Karnataka_29,Kolar_542,Kolar_5870,Vokkaleri_218959
4351,Karnataka_29,Kolar_542,Malur_5871,Abbenahalli_218960
4352,Karnataka_29,Kolar_542,Malur_5871,Araleri_218961
4353,Karnataka_29,Kolar_542,Malur_5871,Baliganahalli_218962
4354,Karnataka_29,Kolar_542,Malur_5871,Banahalli_218963
4355,Karnataka_29,Kolar_542,Malur_5871,Chikkakunthur_218964
4356,Karnataka_29,Kolar_542,Malur_5871,Chikkathirupathi_218965
4357,Karnataka_29,Kolar_542,Malur_5871,D.N.Doddi_218966
4358,Karnataka_29,Kolar_542,Malur_5871,Dinnehalli_218967
4359,Karnataka_29,Kolar_542,Malur_5871,Doddashivara_218968
4360,Karnataka_29,Kolar_542,Malur_5871,Hasandahalli_218969
4361,Karnataka_29,Kolar_542,Malur_5871,Huladenahalli_218970
4362,Karnataka_29,Kolar_542,Malur_5871,Hulimangala Hosakote_218971
4363,Karnataka_29,Kolar_542,Malur_5871,Hungenahalli_218972
4364,Karnataka_29,Kolar_542,Malur_5871,Jayamangala_218973
4365,Karnataka_29,Kolar_542,Malur_5871,K.G.Halli_218974
4366,Karnataka_29,Kolar_542,Malur_5871,Kondasettihalli_218975
4367,Karnataka_29,Kolar_542,Malur_5871,Kudiyanur_218976
4368,Karnataka_29,Kolar_542,Malur_5871,Lakkur_218977
4369,Karnataka_29,Kolar_542,Malur_5871,Madivala_218978
4370,Karnataka_29,Kolar_542,Malur_5871,Masti_218979
4371,Karnataka_29,Kolar_542,Malur_5871,Nosagere_218980
4372,Karnataka_29,Kolar_542,Malur_5871,Nutave_218981
4373,Karnataka_29,Kolar_542,Malur_5871,Rajenahalli_218982
4374,Karnataka_29,Kolar_542,Malur_5871,Santehalli_218983
4375,Karnataka_29,Kolar_542,Malur_5871,Shivarapatna_218984
4376,Karnataka_29,Kolar_542,Malur_5871,Takel_218985
4377,Karnataka_29,Kolar_542,Malur_5871,Thornahalli_218986
4378,Karnataka_29,Kolar_542,Malur_5871,Trunasi_218987
4379,Karnataka_29,Kolar_542,Mulbagal_5872,Aavani_218992
4380,Karnataka_29,Kolar_542,Mulbagal_5872,Agara_218988
4381,Karnataka_29,Kolar_542,Mulbagal_5872,Alangur_218989
4382,Karnataka_29,Kolar_542,Mulbagal_5872,Ambikallu_218990
4383,Karnataka_29,Kolar_542,Mulbagal_5872,Angondahalli_218991
4384,Karnataka_29,Kolar_542,Mulbagal_5872,Balla_218993
4385,Karnataka_29,Kolar_542,Mulbagal_5872,Byrakur_218994
4386,Karnataka_29,Kolar_542,Mulbagal_5872,Devarayasamudra_218995
4387,Karnataka_29,Kolar_542,Mulbagal_5872,Dhulappalli_218996
4388,Karnataka_29,Kolar_542,Mulbagal_5872,Emmenatha_218997
4389,Karnataka_29,Kolar_542,Mulbagal_5872,Gudipalli_218998
4390,Karnataka_29,Kolar_542,Mulbagal_5872,Gummakallu_218999
4391,Karnataka_29,Kolar_542,Mulbagal_5872,H.Gollahalli_219000
4392,Karnataka_29,Kolar_542,Mulbagal_5872,Hanumanahalli_219001
4393,Karnataka_29,Kolar_542,Mulbagal_5872,Hebbani_219002
4394,Karnataka_29,Kolar_542,Mulbagal_5872,Kappalamadagu_219003
4395,Karnataka_29,Kolar_542,Mulbagal_5872,Kurudamale_219004
4396,Karnataka_29,Kolar_542,Mulbagal_5872,Mallanayakanahalli_219005
4397,Karnataka_29,Kolar_542,Mulbagal_5872,Mothakapalli_219006
4398,Karnataka_29,Kolar_542,Mulbagal_5872,Mudigere_219007
4399,Karnataka_29,Kolar_542,Mulbagal_5872,Mudiyanur_219008
4400,Karnataka_29,Kolar_542,Mulbagal_5872,Mushtur_219009
4401,Karnataka_29,Kolar_542,Mulbagal_5872,Nangali_219010
4402,Karnataka_29,Kolar_542,Mulbagal_5872,Pichhaguntlahalli_219011
4403,Karnataka_29,Kolar_542,Mulbagal_5872,Rajendrahalli_219012
4404,Karnataka_29,Kolar_542,Mulbagal_5872,Sonnavadi_219013
4405,Karnataka_29,Kolar_542,Mulbagal_5872,Tayalur_219014
4406,Karnataka_29,Kolar_542,Mulbagal_5872,Thimmaravutanahalli_219015
4407,Karnataka_29,Kolar_542,Mulbagal_5872,Urukunte Mittur_219016
4408,Karnataka_29,Kolar_542,Mulbagal_5872,Uthanur_219017
4409,Karnataka_29,Kolar_542,Srinivaspur_5874,Addagal_219045
4410,Karnataka_29,Kolar_542,Srinivaspur_5874,Arikunte_219046
4411,Karnataka_29,Kolar_542,Srinivaspur_5874,Byraganahalli_219047
4412,Karnataka_29,Kolar_542,Srinivaspur_5874,Chaldiganahalli_219048
4413,Karnataka_29,Kolar_542,Srinivaspur_5874,Dalasanur_219049
4414,Karnataka_29,Kolar_542,Srinivaspur_5874,Gownipalli_219050
4415,Karnataka_29,Kolar_542,Srinivaspur_5874,Hodali_219051
4416,Karnataka_29,Kolar_542,Srinivaspur_5874,J.Thimmasandra_219052
4417,Karnataka_29,Kolar_542,Srinivaspur_5874,Kodipalli_219053
4418,Karnataka_29,Kolar_542,Srinivaspur_5874,Kolathur_219054
4419,Karnataka_29,Kolar_542,Srinivaspur_5874,Koorigepalli_219055
4420,Karnataka_29,Kolar_542,Srinivaspur_5874,Lakshmipur_219057
4421,Karnataka_29,Kolar_542,Srinivaspur_5874,Lakshmisagara_219056
4422,Karnataka_29,Kolar_542,Srinivaspur_5874,Mastenahalli_219058
4423,Karnataka_29,Kolar_542,Srinivaspur_5874,Mudimadagu_219059
4424,Karnataka_29,Kolar_542,Srinivaspur_5874,Muthakapalli_219060
4425,Karnataka_29,Kolar_542,Srinivaspur_5874,Nambihalli_219061
4426,Karnataka_29,Kolar_542,Srinivaspur_5874,Nelavanki_219062
4427,Karnataka_29,Kolar_542,Srinivaspur_5874,Pulagurukota_219063
4428,Karnataka_29,Kolar_542,Srinivaspur_5874,Raylapadu_219064
4429,Karnataka_29,Kolar_542,Srinivaspur_5874,Ronur_219065
4430,Karnataka_29,Kolar_542,Srinivaspur_5874,Somayajalapalli_219066
4431,Karnataka_29,Kolar_542,Srinivaspur_5874,Thadigol_219067
4432,Karnataka_29,Kolar_542,Srinivaspur_5874,Yaldur_219068
4433,Karnataka_29,Kolar_542,Srinivaspur_5874,Yarramvaripalli_219069
4434,Karnataka_29,Ramanagara_631,Kanakapura_5767,Achalu_215500
4435,Karnataka_29,Ramanagara_631,Kanakapura_5767,Arakere_215502
4436,Karnataka_29,Ramanagara_631,Kanakapura_5767,Arekatte Doddi_215503
4437,Karnataka_29,Ramanagara_631,Kanakapura_5767,Banavasi_215504
4438,Karnataka_29,Ramanagara_631,Kanakapura_5767,Bannimukkodlu_215505
4439,Karnataka_29,Ramanagara_631,Kanakapura_5767,Budiguppe_215506
4440,Karnataka_29,Ramanagara_631,Kanakapura_5767,Chakanahalli_215507
4441,Karnataka_29,Ramanagara_631,Kanakapura_5767,Choodahalli_215510
4442,Karnataka_29,Ramanagara_631,Kanakapura_5767,Doddamaralawadi_215513
4443,Karnataka_29,Ramanagara_631,Kanakapura_5767,Dyavasandra_215514
4444,Karnataka_29,Ramanagara_631,Kanakapura_5767,Hallimaranahalli_215501
4445,Karnataka_29,Ramanagara_631,Kanakapura_5767,Herindyapanahalli_215516
4446,Karnataka_29,Ramanagara_631,Kanakapura_5767,Honniganahalli_215517
4447,Karnataka_29,Ramanagara_631,Kanakapura_5767,Hosadurga_215518
4448,Karnataka_29,Ramanagara_631,Kanakapura_5767,Hukundha_215519
4449,Karnataka_29,Ramanagara_631,Kanakapura_5767,Hunasanahalli_215520
4450,Karnataka_29,Ramanagara_631,Kanakapura_5767,Kabbal_215523
4451,Karnataka_29,Ramanagara_631,Kanakapura_5767,Kaggalahalli_215525
4452,Karnataka_29,Ramanagara_631,Kanakapura_5767,Kallahalli_215526
4453,Karnataka_29,Ramanagara_631,Kanakapura_5767,Kodihalli_215522
4454,Karnataka_29,Ramanagara_631,Kanakapura_5767,Kolagondanahalli_215527
4455,Karnataka_29,Ramanagara_631,Kanakapura_5767,Narayanapura_215533
4456,Karnataka_29,Ramanagara_631,Kanakapura_5767,Sathanuru_215534
4457,Karnataka_29,Ramanagara_631,Kanakapura_5767,Shivanahalli_215535
4458,Karnataka_29,Ramanagara_631,Kanakapura_5767,Somandayapanahalli_215536
4459,Karnataka_29,Ramanagara_631,Kanakapura_5767,T.Bekuppe_215538
4460,Karnataka_29,Ramanagara_631,Kanakapura_5767,T.Hosahalli_215537
4461,Karnataka_29,Ramanagara_631,Kanakapura_5767,Thokasandra_215539
4462,Karnataka_29,Ramanagara_631,Kanakapura_5767,Thungani_215540
4463,Karnataka_29,Ramanagara_631,Kanakapura_5767,Yalachavadi_215542
4464,Karnataka_29,Ramanagara_631,Ramanagara_5770,Akkuru_215597
4465,Karnataka_29,Ramanagara_631,Ramanagara_5770,Bannikuppe (B)_215598
4466,Karnataka_29,Ramanagara_631,Ramanagara_5770,Bannikuppe (K)_215599
4467,Karnataka_29,Ramanagara_631,Ramanagara_5770,Bilagumba_215600
4468,Karnataka_29,Ramanagara_631,Ramanagara_5770,Byramangala_215602
4469,Karnataka_29,Ramanagara_631,Ramanagara_5770,Doddagangavadi_215603
4470,Karnataka_29,Ramanagara_631,Ramanagara_5770,Gopahalli_215604
4471,Karnataka_29,Ramanagara_631,Ramanagara_5770,Harisandra_215605
4472,Karnataka_29,Ramanagara_631,Ramanagara_5770,Hulikeregunnur_215606
4473,Karnataka_29,Ramanagara_631,Ramanagara_5770,Hunasanahalli_215607
4474,Karnataka_29,Ramanagara_631,Ramanagara_5770,Jalamangala_215609
4475,Karnataka_29,Ramanagara_631,Ramanagara_5770,Kailancha_215610
4476,Karnataka_29,Ramanagara_631,Ramanagara_5770,Kanchugarana Halli_215613
4477,Karnataka_29,Ramanagara_631,Ramanagara_5770,Kutagal_215612
4478,Karnataka_29,Ramanagara_631,Ramanagara_5770,Lakshmipura_215614
4479,Karnataka_29,Ramanagara_631,Ramanagara_5770,Manchanayakana Hally_215615
4480,Karnataka_29,Ramanagara_631,Ramanagara_5770,Mayaganahalli_215616
4481,Karnataka_29,Ramanagara_631,Ramanagara_5770,Shynubhoganahalli_215617
4482,Karnataka_29,Ramanagara_631,Ramanagara_5770,Sugganahalli_215618
4483,Karnataka_29,Ramanagara_631,Ramanagara_5770,Vibhuthikere_215619
4484,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Baragur_220096
4485,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Barakanalu_220097
4486,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Belaguli_220098
4487,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Chowlakatte_220099
4488,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Dasodi_220100
4489,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Doddabidare_220101
4490,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Doddennegere_220102
4491,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Dugudihalli_220103
4492,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Ganadalu_220104
4493,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Godekere_220105
4494,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Handanakere_220106
4495,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Honnebagi_220107
4496,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Hoysalakatte_220108
4497,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,J.C.Pura_220110
4498,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Kandikere_220111
4499,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Kenkere_220112
4500,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Koragere_220113
4501,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Kuppur_220114
4502,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Malligere_220115
4503,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Mathighatta_220116
4504,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Muddenahalli_220117
4505,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Ramanahalli_220118
4506,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Shettikere_220119
4507,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Theerthapura_220122
4508,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Thimmalapura_220120
4509,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Thimmanahalli_220121
4510,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Yalanadu_220123
4511,Karnataka_29,Tumakuru_548,Koratagere_5907,Agrahara_220157
4512,Karnataka_29,Tumakuru_548,Koratagere_5907,Akkirampura_220158
4513,Karnataka_29,Tumakuru_548,Koratagere_5907,Arasapura_220159
4514,Karnataka_29,Tumakuru_548,Koratagere_5907,B.D.Pura_220161
4515,Karnataka_29,Tumakuru_548,Koratagere_5907,Boodagavi_220162
4516,Karnataka_29,Tumakuru_548,Koratagere_5907,Bukkapatna_220163
4517,Karnataka_29,Tumakuru_548,Koratagere_5907,Bychapura_220160
4518,Karnataka_29,Tumakuru_548,Koratagere_5907,Chinnahalli_220164
4519,Karnataka_29,Tumakuru_548,Koratagere_5907,Doddasaggere_220165
4520,Karnataka_29,Tumakuru_548,Koratagere_5907,Hanchihalli_220166
4521,Karnataka_29,Tumakuru_548,Koratagere_5907,Holavanahalli_220167
4522,Karnataka_29,Tumakuru_548,Koratagere_5907,Hulikunte_220168
4523,Karnataka_29,Tumakuru_548,Koratagere_5907,Kolala_220169
4524,Karnataka_29,Tumakuru_548,Koratagere_5907,Kuramkote_220170
4525,Karnataka_29,Tumakuru_548,Koratagere_5907,Kyamenahalli_220171
4526,Karnataka_29,Tumakuru_548,Koratagere_5907,Mavathur_220172
4527,Karnataka_29,Tumakuru_548,Koratagere_5907,Neelagondanahalli_220173
4528,Karnataka_29,Tumakuru_548,Koratagere_5907,Pathaganahalli_272807
4529,Karnataka_29,Tumakuru_548,Koratagere_5907,Theetha_220174
4530,Karnataka_29,Tumakuru_548,Koratagere_5907,Thovinakere_220175
4531,Karnataka_29,Tumakuru_548,Koratagere_5907,Thumbadi_220176
4532,Karnataka_29,Tumakuru_548,Koratagere_5907,Vaddagere_220177
4533,Karnataka_29,Tumakuru_548,Koratagere_5907,Vajjanakurike_220178
4534,Karnataka_29,Tumakuru_548,Koratagere_5907,Yelerampura_220179
4535,Karnataka_29,Tumakuru_548,Madhugiri_5909,Badavanahalli_220216
4536,Karnataka_29,Tumakuru_548,Madhugiri_5909,Bedathur_220217
4537,Karnataka_29,Tumakuru_548,Madhugiri_5909,Bijavara_220218
4538,Karnataka_29,Tumakuru_548,Madhugiri_5909,Brahmasamudra_220219
4539,Karnataka_29,Tumakuru_548,Madhugiri_5909,Byalya_220220
4540,Karnataka_29,Tumakuru_548,Madhugiri_5909,Chandragiri_220221
4541,Karnataka_29,Tumakuru_548,Madhugiri_5909,Chikkadalavatta_220223
4542,Karnataka_29,Tumakuru_548,Madhugiri_5909,Chikkamalur_220224
4543,Karnataka_29,Tumakuru_548,Madhugiri_5909,Chinakavajra_220225
4544,Karnataka_29,Tumakuru_548,Madhugiri_5909,Chinnenahalli_220222
4545,Karnataka_29,Tumakuru_548,Madhugiri_5909,D.V.Halli_220226
4546,Karnataka_29,Tumakuru_548,Madhugiri_5909,Dabbeghatta_220227
4547,Karnataka_29,Tumakuru_548,Madhugiri_5909,Doddamalur_220228
4548,Karnataka_29,Tumakuru_548,Madhugiri_5909,Doddayalkur_220229
4549,Karnataka_29,Tumakuru_548,Madhugiri_5909,Dodderi_220230
4550,Karnataka_29,Tumakuru_548,Madhugiri_5909,Ganjalagunte_220231
4551,Karnataka_29,Tumakuru_548,Madhugiri_5909,Garani_220232
4552,Karnataka_29,Tumakuru_548,Madhugiri_5909,Gondihalli_220233
4553,Karnataka_29,Tumakuru_548,Madhugiri_5909,Hosakere_220234
4554,Karnataka_29,Tumakuru_548,Madhugiri_5909,I.D.Halli_220235
4555,Karnataka_29,Tumakuru_548,Madhugiri_5909,Kadagathur_220236
4556,Karnataka_29,Tumakuru_548,Madhugiri_5909,Kalidevapura_220237
4557,Karnataka_29,Tumakuru_548,Madhugiri_5909,Kavanadala_220238
4558,Karnataka_29,Tumakuru_548,Madhugiri_5909,Kodagadala_220239
4559,Karnataka_29,Tumakuru_548,Madhugiri_5909,Kodigenahalli_220240
4560,Karnataka_29,Tumakuru_548,Madhugiri_5909,Kodlapura_220241
4561,Karnataka_29,Tumakuru_548,Madhugiri_5909,Kondavadi_220242
4562,Karnataka_29,Tumakuru_548,Madhugiri_5909,Kotagaralahalli_220243
4563,Karnataka_29,Tumakuru_548,Madhugiri_5909,Maruvekere_220244
4564,Karnataka_29,Tumakuru_548,Madhugiri_5909,Midigeshi_220245
4565,Karnataka_29,Tumakuru_548,Madhugiri_5909,Muddenahalli_220246
4566,Karnataka_29,Tumakuru_548,Madhugiri_5909,Neralekere_220247
4567,Karnataka_29,Tumakuru_548,Madhugiri_5909,Puravara_220248
4568,Karnataka_29,Tumakuru_548,Madhugiri_5909,Rangapura_220249
4569,Karnataka_29,Tumakuru_548,Madhugiri_5909,Rantavalalu_220250
4570,Karnataka_29,Tumakuru_548,Madhugiri_5909,Reddihalli_220251
4571,Karnataka_29,Tumakuru_548,Madhugiri_5909,Sajjehosahalli_220252
4572,Karnataka_29,Tumakuru_548,Madhugiri_5909,Siddapura_220253
4573,Karnataka_29,Tumakuru_548,Madhugiri_5909,Singanahalli_220254
4574,Karnataka_29,Tumakuru_548,Sira_5911,Bandakunte_272823
4575,Karnataka_29,Tumakuru_548,Sira_5911,Baragur_220288
4576,Karnataka_29,Tumakuru_548,Sira_5911,Bevinahalli_220289
4577,Karnataka_29,Tumakuru_548,Sira_5911,Bhupasandra_220292
4578,Karnataka_29,Tumakuru_548,Sira_5911,Bhuvanahalli_220290
4579,Karnataka_29,Tumakuru_548,Sira_5911,Bukkapatna_220291
4580,Karnataka_29,Tumakuru_548,Sira_5911,Changavara_272814
4581,Karnataka_29,Tumakuru_548,Sira_5911,Chikkanahalli_220293
4582,Karnataka_29,Tumakuru_548,Sira_5911,Chinnenahalli_220294
4583,Karnataka_29,Tumakuru_548,Sira_5911,Dodda Agrahara_220295
4584,Karnataka_29,Tumakuru_548,Sira_5911,Doddabanagere_220296
4585,Karnataka_29,Tumakuru_548,Sira_5911,Dwaranakunte_220297
4586,Karnataka_29,Tumakuru_548,Sira_5911,Gopaladevarahalli_220298
4587,Karnataka_29,Tumakuru_548,Sira_5911,Gowdagere_220299
4588,Karnataka_29,Tumakuru_548,Sira_5911,Halenahalli_272825
4589,Karnataka_29,Tumakuru_548,Sira_5911,Handikunte_220300
4590,Karnataka_29,Tumakuru_548,Sira_5911,Hemdore_220323
4591,Karnataka_29,Tumakuru_548,Sira_5911,Honnagondanahalli_220301
4592,Karnataka_29,Tumakuru_548,Sira_5911,Hosur_220302
4593,Karnataka_29,Tumakuru_548,Sira_5911,Hulikunte_220303
4594,Karnataka_29,Tumakuru_548,Sira_5911,Hunisehalli_220304
4595,Karnataka_29,Tumakuru_548,Sira_5911,Huyildore_220305
4596,Karnataka_29,Tumakuru_548,Sira_5911,Kallambella_220306
4597,Karnataka_29,Tumakuru_548,Sira_5911,Kotta_220307
4598,Karnataka_29,Tumakuru_548,Sira_5911,Kurubarahalli_272821
4599,Karnataka_29,Tumakuru_548,Sira_5911,Lakshmisagara_220308
4600,Karnataka_29,Tumakuru_548,Sira_5911,Madalur_220310
4601,Karnataka_29,Tumakuru_548,Sira_5911,Magodu_220309
4602,Karnataka_29,Tumakuru_548,Sira_5911,Melukunte_220311
4603,Karnataka_29,Tumakuru_548,Sira_5911,Nadur_220312
4604,Karnataka_29,Tumakuru_548,Sira_5911,Neralegudda_220313
4605,Karnataka_29,Tumakuru_548,Sira_5911,Ramalingapura_220314
4606,Karnataka_29,Tumakuru_548,Sira_5911,Rathnasandra_220315
4607,Karnataka_29,Tumakuru_548,Sira_5911,Seebi_220316
4608,Karnataka_29,Tumakuru_548,Sira_5911,Seebiagrahara_220317
4609,Karnataka_29,Tumakuru_548,Sira_5911,Tadakalur_220318
4610,Karnataka_29,Tumakuru_548,Sira_5911,Talagunda_272822
4611,Karnataka_29,Tumakuru_548,Sira_5911,Tharur_220319
4612,Karnataka_29,Tumakuru_548,Sira_5911,Thavarekere_220320
4613,Karnataka_29,Tumakuru_548,Sira_5911,Yadalakuku (Hosahalli)_220321
4614,Karnataka_29,Tumakuru_548,Sira_5911,Yaladabagi_272836
4615,Karnataka_29,Tumakuru_548,Sira_5911,Yaliyur_220322
4616,Karnataka_29,Tumakuru_548,Tiptur_5912,Aralaguppe_220324
4617,Karnataka_29,Tumakuru_548,Tiptur_5912,Bajagur_220325
4618,Karnataka_29,Tumakuru_548,Tiptur_5912,Baluvaneralu_220326
4619,Karnataka_29,Tumakuru_548,Tiptur_5912,Biligere_220327
4620,Karnataka_29,Tumakuru_548,Tiptur_5912,Dasarighatta_220328
4621,Karnataka_29,Tumakuru_548,Tiptur_5912,Eechanur_220329
4622,Karnataka_29,Tumakuru_548,Tiptur_5912,Gudigondanahalli (B.G. Kaval)_220330
4623,Karnataka_29,Tumakuru_548,Tiptur_5912,Gungaramele_220331
4624,Karnataka_29,Tumakuru_548,Tiptur_5912,Gurugadahalli_220332
4625,Karnataka_29,Tumakuru_548,Tiptur_5912,Gyaraghatta_220333
4626,Karnataka_29,Tumakuru_548,Tiptur_5912,Halkurike_220334
4627,Karnataka_29,Tumakuru_548,Tiptur_5912,Hindiskere_220335
4628,Karnataka_29,Tumakuru_548,Tiptur_5912,Honnavalli_220336
4629,Karnataka_29,Tumakuru_548,Tiptur_5912,Huchagondanahalli_220337
4630,Karnataka_29,Tumakuru_548,Tiptur_5912,Hunseghatta_220338
4631,Karnataka_29,Tumakuru_548,Tiptur_5912,Karadi_220339
4632,Karnataka_29,Tumakuru_548,Tiptur_5912,Kuppalu_220340
